Country,Year,Risk Points for Inflation,Risk Points for GDP per Head,Risk Points for GDP Growth,Risk Points for Budget Balance,Risk Points for Current Account as % of GDP,Aggregate Economic Risk
Paraguay,1987,3.5,2.08,4.17,4.17,6.25,20.17
Paraguay,1988,3.83,2.08,4.17,4.17,6.25,20.5
Paraguay,1989,3.96,2.08,4.17,4.17,6.25,20.63
Paraguay,1990,3.96,2.67,5.35,5.35,8.02,25.35
Paraguay,1991,4.33,3.26,6.53,6.53,9.79,30.44
Paraguay,1992,4.83,3.33,6.67,6.67,10,31.5
Paraguay,1993,5.33,3.33,6.67,6.67,10,32
Paraguay,1994,4.08,3.33,6.67,6.67,10,30.75
Paraguay,1995,5.08,3.33,6.67,6.67,10,31.75
Paraguay,1996,7,3.33,6.67,6.67,10,33.67
Paraguay,1997,7.71,2.56,7.32,6.95,9.29,33.83
Paraguay,1998,7.67,1,8.5,7.25,7.92,32.34
Paraguay,1999,7.08,0.78,7.13,6.04,10.33,31.36
Paraguay,2000,7.63,1,7.5,6,10.5,32.63
Paraguay,2001,7.5,0.63,7,6,10.21,31.34
Paraguay,2002,7.5,0.5,4.92,6,10.83,29.75
Paraguay,2003,6,0.5,4.5,6,11.92,28.92
Paraguay,2004,6.92,0.5,6.58,6.71,13.33,34.04
Paraguay,2005,8.46,0.5,7.96,7.96,12.08,36.96
Paraguay,2006,7.25,1.75,8.42,7.58,10.33,35.33
Paraguay,2007,7.75,2,8.92,7.5,10.25,36.42
Paraguay,2008,7.33,1.5,9,6.92,11.63,36.38
Paraguay,2009,9.08,0.75,4.67,7.67,11.38,33.55
Paraguay,2010,8.58,0.5,7.88,7.42,10.83,35.21
Paraguay,2011,7.5,0.5,9.54,7.92,10.33,35.79
Paraguay,2012,7.92,0.71,6.42,7.5,10.21,32.76
Paraguay,2013,8.5,1,8.92,6.96,10.75,36.13
Peru,1984,1.21,2.26,4.51,4.51,6.77,19.26
Peru,1985,0.33,1.74,3.47,3.47,5.21,14.22
Peru,1986,1,1.22,2.43,2.43,3.65,10.73
Peru,1987,1.92,1.35,2.71,2.71,4.06,12.75
Peru,1988,0.21,1.91,3.82,3.82,5.73,15.49
Peru,1989,0,1.88,3.75,3.75,5.63,15.01
Peru,1990,0,1.94,3.89,3.89,5.83,15.55
Peru,1991,0,2.19,4.38,4.38,6.56,17.51
Peru,1992,1.08,1.94,3.89,3.89,5.83,16.63
Peru,1993,2.5,1.67,3.33,3.33,5,15.83
Peru,1994,4.92,2.01,4.03,4.03,6.04,21.03
Peru,1995,5.83,2.57,5.14,5.14,7.71,26.39
Peru,1996,7.08,3.33,6.67,6.67,10,33.75
Peru,1997,7.33,2.79,7.67,6.92,10.21,34.92
Peru,1998,7.75,1.46,9.08,7.08,10,35.37
Peru,1999,8.58,1.29,8.17,7.17,10.25,35.46
Peru,2000,8.79,1.5,9.04,7.5,10.5,37.33
Peru,2001,8.96,1.13,6.75,7,10.29,34.13
Peru,2002,10,1,8.25,7,10.54,36.79
Peru,2003,9.58,1.04,8.58,6.67,11,36.87
Peru,2004,9.38,1,8.58,6.83,11,36.79
Peru,2005,8.92,1,9.21,7,11.21,37.34
Peru,2006,9.25,1,9.5,7.5,11.96,39.21
Peru,2007,9.67,1,9.83,8,12.58,41.08
Peru,2008,9.38,1,10,8.42,12.08,40.88
Peru,2009,8.75,1.5,7.88,7.38,10.75,36.26
Peru,2010,9.79,1.5,9.21,6.92,10.71,38.13
Peru,2011,9.17,1.5,9.67,7.33,10.67,38.34
Peru,2012,9,1.5,9.5,7.96,10.5,38.46
Peru,2013,9.04,1.54,9.5,8.42,10.46,38.96
Philippines,1984,4,2.12,4.24,4.24,6.36,20.96
Philippines,1985,4,1.98,3.96,3.96,5.94,19.84
Philippines,1986,5,1.67,3.33,3.33,5,18.33
Philippines,1987,7.88,1.67,3.33,3.33,5,21.21
Philippines,1988,8.17,1.67,3.33,3.33,5,21.5
Philippines,1989,6,1.67,3.33,3.33,5,19.33
Philippines,1990,6.33,1.35,2.71,2.71,4.06,17.16
Philippines,1991,6.17,1.74,3.47,3.47,5.21,20.06
Philippines,1992,6.54,2.33,4.65,4.65,6.98,25.15
Philippines,1993,7.17,2.08,4.17,4.17,6.25,23.84
Philippines,1994,7.21,2.19,4.38,4.38,6.56,24.72
Philippines,1995,7.54,2.5,5,5,7.5,27.54
Philippines,1996,7.54,2.5,5,5,7.5,27.54
Philippines,1997,8.46,2.18,7.32,6.7,9.38,34.04
Philippines,1998,7.75,0.5,7.92,8,10,34.17
Philippines,1999,7.46,0.37,6.92,6.71,12.46,33.92
Philippines,2000,8.54,0.5,8.58,6.5,13.88,38
Philippines,2001,8.04,0.5,8.13,6,13.46,36.13
Philippines,2002,8.5,0.5,8.25,6,13.63,36.88
Philippines,2003,8.79,0.5,8.67,5.17,13.25,36.38
Philippines,2004,8.63,0.5,9.17,5.5,13,36.8
Philippines,2005,8,0.5,9.29,5.88,13,36.67
Philippines,2006,8,0.5,9.29,6.75,13.38,37.92
Philippines,2007,8.54,0.5,9.63,7.29,13.5,39.46
Philippines,2008,8.46,0.5,9.46,7.33,13.29,39.04
Philippines,2009,8.75,0.5,6.04,6.88,12.63,34.8
Philippines,2010,8.75,0.63,8.38,6,13.25,37.01
Philippines,2011,8.5,0.5,9.29,6.21,13.17,37.67
Philippines,2012,8.79,0.5,9.08,6.5,13,37.87
Philippines,2013,9.17,0.5,9.5,6.83,13.67,39.67
Poland,1984,NA,2.26,4.52,4.52,6.79,18.09
Poland,1985,5.5,2.19,4.38,4.38,6.56,23.01
Poland,1986,5.5,1.98,3.96,3.96,5.94,21.34
Poland,1987,5,2.29,4.58,4.58,6.88,23.33
Poland,1988,3.04,2.5,5,5,7.5,23.04
Poland,1989,2,2.36,4.72,4.72,7.08,20.88
Poland,1990,0.79,1.81,3.61,3.61,5.42,15.24
Poland,1991,2.58,1.67,3.33,3.33,5,15.91
Poland,1992,2.58,1.32,2.64,2.64,3.96,13.14
Poland,1993,3.75,2.01,4.03,4.03,6.04,19.86
Poland,1994,3.96,2.4,4.79,4.79,7.19,23.13
Poland,1995,4.21,2.71,5.42,5.42,8.13,25.89
Poland,1996,5.13,2.92,5.83,5.83,8.75,28.46
Poland,1997,5.54,2.89,7.61,6.45,10.5,32.99
Poland,1998,6.54,2,9.71,6.04,10.54,34.83
Poland,1999,7.79,1.84,9.08,6.75,9.96,35.42
Poland,2000,7.38,2.5,9.5,6.5,9.5,35.38
Poland,2001,8,2.5,8.25,6.5,9.5,34.75
Poland,2002,8.75,2.25,6.88,6.5,10,34.38
Poland,2003,9.63,2.5,8,5,10.25,35.38
Poland,2004,9.5,2.5,9.13,5.5,10.5,37.13
Poland,2005,9.25,2.5,9.13,5.63,10.75,37.26
Poland,2006,9.79,3,9.13,6.29,11,39.21
Poland,2007,9.5,3,9.5,6.67,10.5,39.17
Poland,2008,8.88,3,9.54,6.33,9.88,37.63
Poland,2009,9.5,3,5.33,6.17,9.83,33.83
Poland,2010,9.5,3,7.67,5.17,10.5,35.84
Poland,2011,9.21,3,8.58,4.21,10.21,35.21
Poland,2012,9.08,3,7.5,5.58,10.08,35.24
Poland,2013,9.75,3,6.67,6,10.5,35.92
Portugal,1984,4.5,2.6,5.21,5.21,7.81,25.33
Portugal,1985,5.33,2.05,4.1,4.1,6.15,21.73
Portugal,1986,6,2.5,5,5,7.5,26
Portugal,1987,6.96,2.5,5,5,7.5,26.96
Portugal,1988,7.83,3.09,6.18,6.18,9.27,32.55
Portugal,1989,7.25,2.64,5.28,5.28,7.92,28.37
Portugal,1990,6.71,2.47,4.93,4.93,7.4,26.44
Portugal,1991,6.58,2.08,4.17,4.17,6.25,23.25
Portugal,1992,7.25,2.08,4.17,4.17,6.25,23.92
Portugal,1993,7.5,2.43,4.86,4.86,7.29,26.94
Portugal,1994,8,2.22,4.45,4.45,6.67,25.79
Portugal,1995,8.5,2.57,5.14,5.14,7.71,29.06
Portugal,1996,8.88,2.92,5.83,5.83,8.75,32.21
Portugal,1997,9.42,3.29,7.07,6.4,10.02,36.2
Portugal,1998,9.33,3.54,8.54,6.5,11,38.91
Portugal,1999,9.29,3.2,8.5,6.5,10.25,37.74
Portugal,2000,9.63,4,8.5,6.79,9.08,38
Portugal,2001,9.04,4,7.88,7,8.63,36.55
Portugal,2002,9.46,4,6.38,6.96,8.92,35.72
Portugal,2003,9.21,4,5.71,6.5,9.75,35.17
Portugal,2004,9.42,4,6.63,6.25,10,36.3
Portugal,2005,9.5,4,6.83,6.08,9.92,36.33
Portugal,2006,9.5,4,6,6.42,9.42,35.34
Portugal,2007,9.5,4,6.67,6.42,9.17,35.76
Portugal,2008,9.33,4,6.83,6.33,9,35.49
Portugal,2009,9.25,4,5.38,6.38,8.75,33.76
Portugal,2010,10,4,3.88,4,8.63,30.51
Portugal,2011,9.54,3.67,4.29,3.96,9.42,30.88
Portugal,2012,9.29,3.5,2.63,4.5,10.08,30
Portugal,2013,9.79,3.5,2.08,4.54,11.38,31.29
Qatar,1984,NA,NA,NA,NA,NA,0
Qatar,1985,7.08,2.5,5,5,7.5,27.08
Qatar,1986,7,2.19,4.38,4.38,6.56,24.51
Qatar,1987,9.29,2.08,4.17,4.17,6.25,25.96
Qatar,1988,9.5,1.74,3.47,3.47,5.21,23.39
Qatar,1989,9.42,1.77,3.54,3.54,5.31,23.58
Qatar,1990,8.46,2.5,5,5,7.5,28.46
Qatar,1991,8.08,2.81,5.63,5.63,8.44,30.59
Qatar,1992,9.25,3.33,6.67,6.67,10,35.92
Qatar,1993,9.04,3.33,6.67,6.67,10,35.71
Qatar,1994,8.63,3.33,6.67,6.67,10,35.3
Qatar,1995,8.75,2.57,5.28,5.28,7.92,29.8
Qatar,1996,9.13,2.5,5,5,7.5,29.13
Qatar,1997,9,3.14,6.2,4.78,7.75,30.87
Qatar,1998,9.5,4.46,9.79,3.5,2,29.25
Qatar,1999,9,3.94,7,7.29,1,28.23
Qatar,2000,9,4.5,8,8,5,34.5
Qatar,2001,9,4.88,8.5,8,6,36.38
Qatar,2002,9.33,5,8.67,8,12,43
Qatar,2003,9.5,5,10,8,15,47.5
Qatar,2004,9.5,5,10,8,15,47.5
Qatar,2005,10,5,10,8,15,48
Qatar,2006,10,5,10,8,15,48
Qatar,2007,7.71,5,9.08,9.83,15,46.62
Qatar,2008,7.17,5,9.33,10,15,46.5
Qatar,2009,6.79,5,10,10,15,46.79
Qatar,2010,10,5,10,10,15,50
Qatar,2011,9.38,5,10,10,15,49.38
Qatar,2012,8.83,5,10,10,15,48.83
Qatar,2013,9.38,5,9.88,10,15,49.26
Romania,1984,NA,2.2,4.41,4.41,6.61,17.63
Romania,1985,8,1.32,2.64,2.64,3.96,18.56
Romania,1986,8,1.25,2.5,2.5,3.75,18
Romania,1987,9.08,1.35,2.71,2.71,4.06,19.91
Romania,1988,10,1.25,2.5,2.5,3.75,20
Romania,1989,10,1.25,2.5,2.5,3.75,20
Romania,1990,10,1.25,2.5,2.5,3.75,20
Romania,1991,6.21,1.25,2.5,2.5,3.75,16.21
Romania,1992,0,1.25,2.5,2.5,3.75,10
Romania,1993,0.67,1.25,2.5,2.5,3.75,10.67
Romania,1994,0.25,1.63,3.26,3.26,4.9,13.3
Romania,1995,3,1.91,3.82,3.82,5.73,18.28
Romania,1996,3.92,2.74,5.49,5.49,8.23,25.87
Romania,1997,2.63,2.08,4.99,5.82,9.06,24.58
Romania,1998,1.46,0.58,3.29,5.88,9.92,21.13
Romania,1999,3.29,0.77,0.54,5.96,9.46,20.02
Romania,2000,2.96,1,4.46,6.5,10.29,25.21
Romania,2001,3.17,1,7.33,7,10.46,28.96
Romania,2002,4.79,1,8.58,7,10,31.37
Romania,2003,5.25,1,9.08,6.67,10.13,32.13
Romania,2004,6.38,1.17,9.29,6.67,10,33.51
Romania,2005,7,1.5,9.38,6.96,9.46,34.3
Romania,2006,7.75,1.79,9.17,7.04,8.63,34.38
Romania,2007,8.5,2,10,6.13,6.83,33.46
Romania,2008,8.08,2,9.79,6.08,2.79,28.74
Romania,2009,8.25,2.08,3.33,5.75,7.75,27.16
Romania,2010,8.25,2.21,4.25,4.46,9.88,29.05
Romania,2011,8.46,2,5.46,5.17,10,31.09
Romania,2012,8.96,2.25,5.96,6.13,10,33.3
Romania,2013,8.54,2.5,6.67,6.46,10.21,34.38
Russia,1984,NA,NA,NA,NA,NA,0
Russia,1985,NA,NA,NA,NA,NA,0
Russia,1986,NA,NA,NA,NA,NA,0
Russia,1987,NA,NA,NA,NA,NA,0
Russia,1988,NA,NA,NA,NA,NA,0
Russia,1989,NA,NA,NA,NA,NA,0
Russia,1990,NA,NA,NA,NA,NA,0
Russia,1991,NA,NA,NA,NA,NA,0
Russia,1992,NA,1.28,2.57,2.57,3.85,10.27
Russia,1993,NA,1.25,2.5,2.5,3.75,10
Russia,1994,NA,1.25,2.5,2.5,3.75,10
Russia,1995,NA,1.49,2.99,2.99,4.48,11.95
Russia,1996,2.44,2.47,5.07,5.07,7.61,22.66
Russia,1997,5.33,2.2,5.4,3.57,9.44,25.94
Russia,1998,5.33,1.54,4.42,1.58,12.46,25.33
Russia,1999,1.46,1.09,0.79,5.75,12.75,21.84
Russia,2000,4.04,0.5,8.13,6.42,14.92,34.01
Russia,2001,5.96,0.58,8.75,8,14.83,38.12
Russia,2002,6,1.17,8.83,8,13.83,37.83
Russia,2003,6.13,1.5,9.21,8.21,12.96,38.01
Russia,2004,6.83,1.5,9.71,8.92,13.96,40.92
Russia,2005,7.21,1.96,9.79,9.67,14.42,43.05
Russia,2006,7.29,2.75,9.92,9.92,14.92,44.8
Russia,2007,7.63,3,10,9.75,14.5,44.88
Russia,2008,6.75,3,10,9.17,13.54,42.46
Russia,2009,6.29,2.92,2.38,4.79,11.17,27.55
Russia,2010,7.63,3,7.88,5.13,13.17,36.81
Russia,2011,7.63,2.92,9,6.33,13.5,39.38
Russia,2012,8.13,2.88,8.58,7.04,13.5,40.13
Russia,2013,8.13,3,8.13,7.5,13.13,39.89
Saudi Arabia,1984,7.5,3.61,7.22,7.22,10.84,36.39
Saudi Arabia,1985,7.5,2.81,5.63,5.63,8.44,30.01
Saudi Arabia,1986,7.5,2.5,5,5,7.5,27.5
Saudi Arabia,1987,7.5,2.64,5.28,5.28,7.92,28.62
Saudi Arabia,1988,7.5,2.36,4.72,4.72,7.08,26.38
Saudi Arabia,1989,9,2.6,5.21,5.21,7.81,29.83
Saudi Arabia,1990,9.5,2.47,4.93,4.93,7.4,29.23
Saudi Arabia,1991,8.92,3.26,6.53,6.53,9.79,35.03
Saudi Arabia,1992,9.5,3.85,7.71,7.71,11.56,40.33
Saudi Arabia,1993,9.5,3.75,7.5,7.5,11.25,39.5
Saudi Arabia,1994,9.79,2.57,5.14,5.14,7.71,30.35
Saudi Arabia,1995,9.63,2.22,4.45,4.45,6.67,27.42
Saudi Arabia,1996,9.21,2.5,5,5,7.5,29.21
Saudi Arabia,1997,9.92,2.91,6.45,5.86,9.4,34.54
Saudi Arabia,1998,10,3.04,7.38,6.33,10.33,37.08
Saudi Arabia,1999,9.96,2.46,5.17,3.63,9.71,30.93
Saudi Arabia,2000,10,3,8.33,5.67,11.21,38.21
Saudi Arabia,2001,9.79,3.38,7.5,8,14,42.67
Saudi Arabia,2002,10,3.5,6.17,5.67,10.25,35.59
Saudi Arabia,2003,10,3.5,8,5.88,13.5,40.88
Saudi Arabia,2004,10,3.38,6.88,9.5,13.88,43.64
Saudi Arabia,2005,10,3.5,9.38,10,15,47.88
Saudi Arabia,2006,10,3.5,9.5,10,15,48
Saudi Arabia,2007,9.63,3.5,8.75,10,15,46.88
Saudi Arabia,2008,7.88,3.5,9.25,10,15,45.63
Saudi Arabia,2009,9.42,3.5,5.29,7.33,10.42,35.96
Saudi Arabia,2010,8.83,3.5,7.17,7.96,13.33,40.79
Saudi Arabia,2011,8,3.5,9.25,9.67,15,45.42
Saudi Arabia,2012,8.5,3.5,9.33,10,15,46.33
Saudi Arabia,2013,8.58,3.58,8.83,9.75,15,45.74
Senegal,1984,6,2.67,5.35,5.35,8.02,27.39
Senegal,1985,5.54,2.5,5,5,7.5,25.54
Senegal,1986,6,2.74,5.49,5.49,8.23,27.95
Senegal,1987,7.71,2.92,5.83,5.83,8.75,31.04
Senegal,1988,8.5,3.23,6.46,6.46,9.69,34.34
Senegal,1989,8.5,2.95,5.9,5.9,8.86,32.11
Senegal,1990,8.58,2.92,5.83,5.83,8.75,31.91
Senegal,1991,9.21,2.64,5.28,5.28,7.92,30.33
Senegal,1992,9.5,2.5,5,5,7.5,29.5
Senegal,1993,9.17,2.5,5,5,7.5,29.17
Senegal,1994,6.67,2.12,4.24,4.24,6.36,23.63
Senegal,1995,6.92,2.12,4.24,4.24,6.36,23.88
Senegal,1996,8.58,2.5,5,5,7.5,28.58
Senegal,1997,9.08,1.74,6.47,5.81,8.38,31.48
Senegal,1998,9.54,0,9.29,6.79,9.5,35.12
Senegal,1999,9.92,0.03,9.5,7,9.5,35.95
Senegal,2000,10,0,10,7,9.5,36.5
Senegal,2001,9.63,0,9.5,6.25,10,35.38
Senegal,2002,9.5,0,9.5,6.5,9.67,35.17
Senegal,2003,9.5,0,9.5,6.5,9.5,35
Senegal,2004,9.5,0,9.5,6.5,9.5,35
Senegal,2005,9.5,0,9.25,6.5,9.5,34.75
Senegal,2006,9.5,0,9,6.5,9.5,34.5
Senegal,2007,9.5,0,9,6.5,9.5,34.5
Senegal,2008,9,0,9.25,6,8.75,33
Senegal,2009,9,0,8.67,5.33,8.17,31.17
Senegal,2010,9.96,0,7.13,5.08,8.54,30.71
Senegal,2011,9.67,0,8.67,5.33,9.33,33
Senegal,2012,9,0,9,5,9,32
Senegal,2013,9.5,0,9,5.5,9,33
Serbia,1984,NA,NA,NA,NA,NA,0
Serbia,1985,NA,NA,NA,NA,NA,0
Serbia,1986,NA,NA,NA,NA,NA,0
Serbia,1987,NA,NA,NA,NA,NA,0
Serbia,1988,NA,NA,NA,NA,NA,0
Serbia,1989,NA,NA,NA,NA,NA,0
Serbia,1990,NA,NA,NA,NA,NA,0
Serbia,1991,NA,NA,NA,NA,NA,0
Serbia,1992,NA,NA,NA,NA,NA,0
Serbia,1993,NA,NA,NA,NA,NA,0
Serbia,1994,NA,NA,NA,NA,NA,0
Serbia,1995,NA,NA,NA,NA,NA,0
Serbia,1996,NA,NA,NA,NA,NA,0
Serbia,1997,NA,NA,NA,NA,NA,0
Serbia,1998,NA,NA,NA,NA,NA,0
Serbia,1999,NA,NA,NA,NA,NA,0
Serbia,2000,NA,NA,NA,NA,NA,0
Serbia,2001,NA,NA,NA,NA,NA,0
Serbia,2002,NA,NA,NA,NA,NA,0
Serbia,2003,NA,NA,NA,NA,NA,0
Serbia,2004,NA,NA,NA,NA,NA,0
Serbia,2005,NA,NA,NA,NA,NA,0
Serbia,2006,5.5,1.33,9.5,7.83,9,33.16
Serbia,2007,6,1,9.5,8.5,9.5,34.5
Serbia,2008,7.38,1,9.5,7.13,5.38,30.39
Serbia,2009,7.5,1.46,7.5,6.63,5.75,28.84
Serbia,2010,7.58,2.58,1.92,5.63,8.08,25.79
Serbia,2011,7.79,1,6.88,6.38,9.21,31.26
Serbia,2012,7,1,7,5.5,9.5,30
Serbia,2013,7.33,0.79,6.79,5.38,9.29,29.58
Serbia & Montenegro,1984,3.5,2.12,4.24,4.24,6.36,20.46
Serbia & Montenegro,1985,2.54,2.92,5.83,5.83,8.75,25.87
Serbia & Montenegro,1986,2.17,2.54,5.07,5.07,7.61,22.46
Serbia & Montenegro,1987,0.92,2.12,4.24,4.24,6.36,17.88
Serbia & Montenegro,1988,1.08,1.35,2.71,2.71,4.06,11.91
Serbia & Montenegro,1989,0,1.25,2.5,2.5,3.75,10
Serbia & Montenegro,1990,0,1.56,3.13,3.13,4.69,12.51
Serbia & Montenegro,1991,1.63,1.46,2.92,2.92,4.38,13.31
Serbia & Montenegro,1992,0.46,0.83,1.67,1.67,2.5,7.13
Serbia & Montenegro,1993,0,0.83,1.67,1.67,2.5,6.67
Serbia & Montenegro,1994,0,0.97,1.94,1.94,2.92,7.77
Serbia & Montenegro,1995,0.33,1.98,3.96,3.96,5.94,16.17
Serbia & Montenegro,1996,1.42,2.78,5.63,5.63,8.44,23.9
Serbia & Montenegro,1997,1.38,2.1,6.88,4.71,8.15,23.22
Serbia & Montenegro,1998,1.5,0.96,9.88,3.5,8.5,24.34
Serbia & Montenegro,1999,3.25,0.73,8.58,3.96,8.5,25.02
Serbia & Montenegro,2000,4,0.5,7.5,4,8.5,24.5
Serbia & Montenegro,2001,2.5,0.63,9.75,4.5,7.75,25.13
Serbia & Montenegro,2002,1.5,0.96,9.5,4.5,6.5,22.96
Serbia & Montenegro,2003,1.5,0.5,9.5,4.5,6.5,22.5
Serbia & Montenegro,2004,2.38,0.5,9.5,4.5,6.5,23.38
Serbia & Montenegro,2005,3,0.5,9.5,4.5,6.5,24
Serbia & Montenegro,2006,3,0.5,9.5,4.5,6.5,24
Serbia & Montenegro,2007,NA,NA,NA,NA,NA,0
Serbia & Montenegro,2008,NA,NA,NA,NA,NA,0
Serbia & Montenegro,2009,NA,NA,NA,NA,NA,0
Serbia & Montenegro,2010,NA,NA,NA,NA,NA,0
Serbia & Montenegro,2011,NA,NA,NA,NA,NA,0
Serbia & Montenegro,2012,NA,NA,NA,NA,NA,0
Serbia & Montenegro,2013,NA,NA,NA,NA,NA,0
Sierra Leone,1984,NA,NA,NA,NA,NA,0
Sierra Leone,1985,3,1.67,3.33,3.33,5,16.33
Sierra Leone,1986,2.13,1.67,3.33,3.33,5,15.46
Sierra Leone,1987,2,1.67,3.33,3.33,5,15.33
Sierra Leone,1988,1.33,1.46,2.92,2.92,4.38,13.01
Sierra Leone,1989,0,1.7,3.4,3.4,5.11,13.61
Sierra Leone,1990,2.58,2.05,4.1,4.1,6.15,18.98
Sierra Leone,1991,1.5,1.6,3.2,3.2,4.79,14.29
Sierra Leone,1992,1,1.25,2.5,2.5,3.75,11
Sierra Leone,1993,1.5,1.25,2.5,2.5,3.75,11.5
Sierra Leone,1994,4.29,1.25,2.5,2.5,3.75,14.29
Sierra Leone,1995,5,1.25,2.5,2.5,3.75,15
Sierra Leone,1996,4.08,0.97,1.88,1.88,2.81,11.62
Sierra Leone,1997,8.04,0.66,4.65,2.82,3.65,19.82
Sierra Leone,1998,7.25,0,6.79,3.67,1.79,19.5
Sierra Leone,1999,5.17,0,7.25,2.58,2.29,17.29
Sierra Leone,2000,3.63,0,9,2,5.5,20.13
Sierra Leone,2001,4,0,9.5,2.5,8.92,24.92
Sierra Leone,2002,4,0,9.5,2.5,9.5,25.5
Sierra Leone,2003,4,0,9.5,2.5,9.5,25.5
Sierra Leone,2004,4.67,0,9.67,2.83,9.17,26.34
Sierra Leone,2005,6,0,10,3.5,8.5,28
Sierra Leone,2006,6,0,10,3.5,8.5,28
Sierra Leone,2007,7.38,0,10,6.25,8.04,31.67
Sierra Leone,2008,7.04,0,10,6.5,9.83,33.37
Sierra Leone,2009,7.17,0,9.17,4.83,9.5,30.67
Sierra Leone,2010,7.33,0,7.63,1.83,8.54,25.33
Sierra Leone,2011,5.5,0,9,5.5,9,29
Sierra Leone,2012,5.5,0,9,5.5,9,29
Sierra Leone,2013,5.88,0,9.25,5.63,8.88,29.64
Singapore,1984,9.5,4.51,9.03,9.03,13.54,45.61
Singapore,1985,9.38,3.82,7.64,7.64,11.46,39.94
Singapore,1986,9.5,2.5,5,5,7.5,29.5
Singapore,1987,9.92,2.5,5,5,7.5,29.92
Singapore,1988,8.67,2.92,5.83,5.83,8.75,32
Singapore,1989,8.96,2.74,5.49,5.49,8.23,30.91
Singapore,1990,9,3.26,6.53,6.53,9.79,35.11
Singapore,1991,8.5,3.33,6.67,6.67,10,35.17
Singapore,1992,8.67,3.02,6.04,6.04,9.06,32.83
Singapore,1993,8.92,2.92,5.83,5.83,8.75,32.25
Singapore,1994,9.13,2.92,5.83,5.83,8.75,32.46
Singapore,1995,8.79,2.92,5.83,5.83,8.75,32.12
Singapore,1996,9.67,3.54,7.15,7.15,10.73,38.24
Singapore,1997,9.92,4.06,8.13,8.13,12.19,42.43
Singapore,1998,9.71,5,7.75,10,15,47.46
Singapore,1999,10,4.63,6.88,8.92,15,45.43
Singapore,2000,10,5,9.79,8.75,15,48.54
Singapore,2001,9.75,5,8.29,10,14.46,47.5
Singapore,2002,10,5,7.88,8.75,15,46.63
Singapore,2003,10,5,7.46,7.38,15,44.84
Singapore,2004,10,5,9.38,8.38,15,47.76
Singapore,2005,10,4.83,8.5,9.25,15,47.58
Singapore,2006,10,5,9.79,8.33,15,48.12
Singapore,2007,10,5,9,8,15,47
Singapore,2008,8.92,4.92,8.83,8.08,15,45.75
Singapore,2009,9.33,5,2.67,6.67,15,38.67
Singapore,2010,9.83,5,3.33,6.5,15,39.66
Singapore,2011,8.67,5,9.25,7.92,15,45.84
Singapore,2012,8.5,5,8.63,8.04,15,45.17
Singapore,2013,8.83,5,7.38,8.21,15,44.42
Slovakia,1984,NA,NA,NA,NA,NA,0
Slovakia,1985,NA,NA,NA,NA,NA,0
Slovakia,1986,NA,NA,NA,NA,NA,0
Slovakia,1987,NA,NA,NA,NA,NA,0
Slovakia,1988,NA,NA,NA,NA,NA,0
Slovakia,1989,NA,NA,NA,NA,NA,0
Slovakia,1990,NA,NA,NA,NA,NA,0
Slovakia,1991,NA,NA,NA,NA,NA,0
Slovakia,1992,NA,NA,NA,NA,NA,0
Slovakia,1993,4.5,1.67,3.33,3.33,5,17.83
Slovakia,1994,4.83,1.84,3.68,3.68,5.52,19.55
Slovakia,1995,6.71,2.36,4.72,4.72,7.08,25.59
Slovakia,1996,7.79,2.74,5.49,5.49,8.23,29.74
Slovakia,1997,8.25,2.68,7.2,5.7,8.88,32.71
Slovakia,1998,8,2.04,9.5,5,8.5,33.04
Slovakia,1999,8,1.85,8.58,5,8.25,31.68
Slovakia,2000,5.67,2.5,8.5,5,9,30.67
Slovakia,2001,6.83,2.5,8.33,5.5,9.71,32.87
Slovakia,2002,8.38,2.5,8.63,5.5,9.25,34.26
Slovakia,2003,7.63,2.54,9,5.63,9.63,34.43
Slovakia,2004,7.83,2.67,9,5.79,10.5,35.79
Slovakia,2005,8.63,3,9.38,5.29,10.25,36.55
Slovakia,2006,8.75,3,9.58,5.83,9.75,36.91
Slovakia,2007,9.17,3,10,6.33,9.67,38.17
Slovakia,2008,8.88,3,10,6.5,10.33,38.71
Slovakia,2009,9.33,3.13,6.17,6,9.67,34.3
Slovakia,2010,10,3.5,0.5,5,10,29
Slovakia,2011,9.29,3.5,7.83,5,10.46,36.08
Slovakia,2012,9.21,3.5,6.46,5.46,10.75,35.38
Slovakia,2013,9.5,3.5,7.5,5.5,11.5,37.5
Slovenia,1984,NA,NA,NA,NA,NA,0
Slovenia,1985,NA,NA,NA,NA,NA,0
Slovenia,1986,NA,NA,NA,NA,NA,0
Slovenia,1987,NA,NA,NA,NA,NA,0
Slovenia,1988,NA,NA,NA,NA,NA,0
Slovenia,1989,NA,NA,NA,NA,NA,0
Slovenia,1990,NA,NA,NA,NA,NA,0
Slovenia,1991,NA,NA,NA,NA,NA,0
Slovenia,1992,NA,NA,NA,NA,NA,0
Slovenia,1993,NA,NA,NA,NA,NA,0
Slovenia,1994,NA,NA,NA,NA,NA,0
Slovenia,1995,NA,NA,NA,NA,NA,0
Slovenia,1996,NA,NA,NA,NA,NA,0
Slovenia,1997,NA,NA,NA,NA,NA,0
Slovenia,1998,NA,NA,NA,NA,NA,0
Slovenia,1999,8.21,0.38,8.5,7,11.54,35.63
Slovenia,2000,7.38,4,8.88,7.13,9.25,36.64
Slovenia,2001,7.5,2,8.79,7.29,9.67,35.25
